origin|carrier|num_flights|avg_dep_delay|avg_arr_delay|cancel_rate|avg_dep_airport|dep_diff|rank
CLT|WN|4935|17.8041|11.3386|0.0028|18.2054|-0.4013|7
CLT|OO|89|18.7079|7.8652|0.0|18.2054|0.5025|8
CLT|B6|794|19.1927|11.3829|0.0189|18.2054|0.9873|9
CLT|AA|188831|21.4057|16.841|0.0097|18.2054|3.2003|10
CLT|NK|7311|22.212|16.4123|0.0267|18.2054|4.0066|11
CLT|F9|5017|28.7891|30.9835|0.0313|18.2054|10.5837|12
CMH|YX|17130|1.3907|-4.1999|0.009|8.6122|-7.2215|1
CMH|DL|4914|6.0684|-1.489|0.0041|8.6122|-2.5438|2
CMH|AS|697|7.8149|-0.5638|0.0187|8.6122|-0.7973|3
CMH|WN|17778|9.4701|2.2037|0.0076|8.6122|0.8579|4
CMH|9E|376|10.0559|1.484|0.0027|8.6122|1.4437|5
CMH|MQ|4688|10.7788|6.0158|0.0062|8.6122|2.1666|6
CMH|NK|3764|13.0869|3.8871|0.0191|8.6122|4.4747|7
CMH|OO|1987|13.3558|6.1631|0.002|8.6122|4.7436|8
CMH|UA|3984|13.7314|10.6222|0.0133|8.6122|5.1192|9
CMH|OH|1997|13.8237|8.7241|0.01|8.6122|5.2115|10
CMH|F9|381|15.7638|12.6509|0.0236|8.6122|7.1516|11
CMH|AA|5295|18.2468|13.5086|0.0155|8.6122|9.6346|12
CMI|MQ|2050|15.982|8.7498|0.0117|15.982|0.0|1
CMX|OO|1069|20.9953|19.6258|0.0327|20.9953|0.0|1
CNY|OO|51|14.0784|6.8431|0.0784|14.0784|0.0|1
COD|OO|937|16.6286|9.5048|0.0064|16.6286|0.0|1
COS|UA|1110|7.7234|4.3441|0.0207|10.4838|-2.7604|1
COS|OO|7364|8.8916|2.1851|0.0073|10.4838|-1.5922|2
COS|WN|7352|9.5953|3.8976|0.0042|10.4838|-0.8885|3
COS|DL|820|14.7549|9.189|0.0061|10.4838|4.2711|4
COS|MQ|539|16.7124|14.9128|0.0019|10.4838|6.2286|5
COS|AA|1615|19.4378|18.6867|0.018|10.4838|8.954|6
COU|MQ|2512|11.7902|9.2675|0.0187|13.0941|-1.3039|1
COU|OO|145|35.6828|28.7862|0.0207|13.0941|22.5887|2
CPR|OO|2733|7.1522|-1.8482|0.0048|7.1522|0.0|1
CRP|OO|398|6.8191|3.6407|0.0151|9.6029|-2.7838|1
CRP|MQ|3644|9.5283|8.1778|0.0088|9.6029|-0.0746|2
CRP|WN|1745|10.3937|6.5215|0.0092|9.6029|0.7908|3
CRW|9E|271|0.9483|-7.6384|0.0|19.3759|-18.4276|1
CRW|OH|2191|15.5089|12.078|0.0123|19.3759|-3.867|2
CRW|OO|2667|24.4252|18.2456|0.0105|19.3759|5.0493|3
CSG|9E|839|9.0119|3.7533|0.025|13.0307|-4.0188|1
CSG|OO|596|18.6879|13.8205|0.0101|13.0307|5.6572|2
CVG|YX|8286|3.6019|-1.3762|0.0167|10.1434|-6.5415|1
CVG|UA|3130|6.4351|2.8153|0.0105|10.1434|-3.7083|2
CVG|OO|1283|8.0904|6.0592|0.0039|10.1434|-2.053|3
CVG|9E|9852|8.2277|2.44|0.0155|10.1434|-1.9157|4
CVG|DL|10707|8.6439|1.0152|0.0064|10.1434|-1.4995|5
CVG|AS|536|8.8489|3.5728|0.0299|10.1434|-1.2945|6
CVG|WN|3260|9.0126|2.6687|0.0043|10.1434|-1.1308|7
CVG|MQ|4020|11.9908|8.5448|0.005|10.1434|1.8474|8
CVG|OH|3736|12.9775|10.2005|0.0107|10.1434|2.8341|9
CVG|G4|4920|13.7307|9.9343|0.0124|10.1434|3.5873|10
CVG|F9|7127|14.6425|10.5086|0.0226|10.1434|4.4991|11
CVG|AA|5000|18.1478|12.6414|0.014|10.1434|8.0044|12
CWA|9E|1070|3.4327|-2.7551|0.0084|3.4327|0.0|1
CYS|OO|1007|8.1529|-1.1867|0.0199|8.1529|0.0|1
DAB|DL|2148|6.7225|1.9958|0.0056|8.5564|-1.8339|1
DAB|OH|1612|8.9659|1.5788|0.0186|8.5564|0.4095|2
DAB|AA|478|15.205|10.3075|0.0105|8.5564|6.6486|3
DAB|MQ|14|15.7857|8.9286|0.0|8.5564|7.2293|4
DAL|AS|551|3.2287|-1.7005|0.02|13.9565|-10.7278|1
DAL|DL|3067|13.0619|7.5993|0.0023|13.9565|-0.8946|2
DAL|WN|104379|14.0394|8.2013|0.0077|13.9565|0.0829|3
DAY|YX|474|-1.1667|-2.9789|0.0042|8.1199|-9.2866|1
DAY|DL|1728|2.559|-8.5573|0.0069|8.1199|-5.5609|2
DAY|9E|738|8.7398|-1.4051|0.023|8.1199|0.6199|3
DAY|OO|2378|8.9062|4.1194|0.0084|8.1199|0.7863|4
DAY|OH|5371|9.4139|5.3636|0.0108|8.1199|1.294|5
DAY|MQ|295|9.9153|2.9966|0.0203|8.1199|1.7954|6
DAY|G4|419|18.1527|12.9093|0.0453|8.1199|10.0328|7
DCA|YX|40471|4.1784|-1.5339|0.0105|12.079|-7.9006|1
DCA|AS|2717|6.2068|-2.0552|0.0074|12.079|-5.8722|2
DCA|F9|1632|10.7953|2.3725|0.0135|12.079|-1.2837|3
DCA|DL|13424|11.4455|2.693|0.0065|12.079|-0.6335|4
DCA|UA|9135|11.5079|5.6727|0.0129|12.079|-0.5711|5
DCA|MQ|6410|12.746|7.4197|0.0126|12.079|0.667|6
DCA|OO|262|12.7634|2.7366|0.0038|12.079|0.6844|7
DCA|WN|23591|12.9899|3.9903|0.008|12.079|0.9109|8
DCA|OH|54861|13.9005|9.0119|0.0182|12.079|1.8215|9
DCA|9E|2978|14.1934|8.3657|0.0191|12.079|2.1144|10
DCA|B6|12447|15.0916|7.4516|0.0108|12.079|3.0126|11
DCA|AA|41018|16.5123|9.4403|0.0111|12.079|4.4333|12
DDC|OO|979|24.7263|22.2268|0.0347|24.7263|0.0|1
DEC|OO|1182|27.5245|23.3655|0.0262|27.5245|0.0|1
DEN|AS|3347|7.2558|4.5548|0.0134|13.1085|-5.8527|1
DEN|DL|18501|10.4614|2.2359|0.0055|13.1085|-2.6471|2
DEN|OO|89304|10.7785|5.7207|0.0091|13.1085|-2.33|3
DEN|UA|152475|12.2587|7.101|0.0099|13.1085|-0.8498|4
DEN|MQ|260|13.7731|8.6538|0.0|13.1085|0.6646|5
DEN|G4|666|14.2538|11.3228|0.0195|13.1085|1.1453|6
DEN|WN|144231|14.7213|8.839|0.0052|13.1085|1.6128|7
DEN|F9|37805|15.1725|10.0337|0.014|13.1085|2.064|8
DEN|AA|12489|17.5202|12.2284|0.0114|13.1085|4.4117|9
DEN|B6|1869|33.557|29.0546|0.0091|13.1085|20.4485|10
DEN|NK|49|39.5306|32.2041|0.0|13.1085|26.4221|11
DFW|MQ|104361|8.7757|4.767|0.0126|18.6454|-9.8697|1
DFW|OO|36394|9.7429|5.6408|0.0163|18.6454|-8.9025|2
DFW|DL|18230|14.5932|7.099|0.0059|18.6454|-4.0522|3
DFW|AS|3582|14.7348|13.4718|0.0201|18.6454|-3.9106|4
DFW|UA|12271|15.1495|11.0546|0.0135|18.6454|-3.4959|5
DFW|NK|15182|17.2702|11.2643|0.0122|18.6454|-1.3752|6
DFW|OH|13737|19.2354|14.4061|0.0215|18.6454|0.59|7
DFW|F9|15271|20.8222|19.5198|0.0244|18.6454|2.1768|8
DFW|AA|247103|24.5286|18.9032|0.0136|18.6454|5.8832|9
DFW|YX|67|27.1045|14.4776|0.0149|18.6454|8.4591|10
DFW|B6|567|35.6261|32.5185|0.0106|18.6454|16.9807|11
DFW|9E|4|113.75|131.5|0.0|18.6454|95.1046|12
DHN|9E|824|7.051|2.0558|0.0036|9.3783|-2.3273|1
DHN|OO|355|14.7803|11.6507|0.0113|9.3783|5.402|2
DIK|OO|997|10.1113|2.2106|0.0291|10.1113|0.0|1
DLG|AS|154|3.7013|4.474|0.026|3.7013|0.0|1
DLH|YX|722|1.0956|-5.6773|0.0042|10.5369|-9.4413|1
DLH|9E|303|8.3531|9.033|0.0099|10.5369|-2.1838|2
DLH|DL|155|11.7677|5.6968|0.0129|10.5369|1.2308|3
DLH|OO|2137|13.9471|7.1717|0.0089|10.5369|3.4102|4
DRO|MQ|44|-2.75|-20.1364|0.0|12.3521|-15.1021|1
DRO|UA|1085|9.3954|-2.0433|0.0101|12.3521|-2.9567|2
DRO|OO|4626|13.1213|9.6941|0.0076|12.3521|0.7692|3
DRO|AA|10|43.8|36.9|0.0|12.3521|31.4479|4
DSM|YX|1364|3.0726|1.4993|0.0169|11.933|-8.8604|1
DSM|UA|3034|6.6127|4.9951|0.0155|11.933|-5.3203|2
DSM|9E|3875|7.2359|0.7481|0.0163|11.933|-4.6971|3
DSM|MQ|1364|8.5433|3.945|0.0139|11.933|-3.3897|4
DSM|WN|2662|9.4339|2.5278|0.0075|11.933|-2.4991|5
DSM|OO|1332|10.5345|6.1201|0.018|11.933|-1.3985|6
DSM|DL|1736|13.1826|3.3819|0.0063|11.933|1.2496|7
DSM|OH|714|14.7941|11.6443|0.014|11.933|2.8611|8
DSM|F9|463|16.1533|14.743|0.013|11.933|4.2203|9
DSM|G4|2503|19.4594|15.135|0.0212|11.933|7.5264|10
DSM|AA|3728|21.2039|16.2685|0.0126|11.933|9.2709|11
DTW|YX|7197|2.9389|-1.4566|0.0143|11.0632|-8.1243|1
DTW|9E|18931|4.8202|0.2881|0.0098|11.0632|-6.243|2
DTW|UA|3438|6.8333|1.5262|0.0113|11.0632|-4.2299|3
DTW|MQ|1266|7.6935|5.1951|0.0284|11.0632|-3.3697|4
DTW|OH|1759|8.6214|5.0358|0.0176|11.0632|-2.4418|5
DTW|WN|6098|9.1628|1.9877|0.0062|11.0632|-1.9004|6
DTW|NK|15849|9.7641|0.8346|0.0129|11.0632|-1.2991|7
DTW|AS|751|10.0213|4.9907|0.0173|11.0632|-1.0419|8
DTW|B6|1533|10.9511|8.182|0.0098|11.0632|-0.1121|9
DTW|DL|87781|11.0992|4.9604|0.0058|11.0632|0.036|10
DTW|AA|8778|13.5041|7.9892|0.0149|11.0632|2.4409|11
DTW|OO|39068|15.4082|11.4236|0.0057|11.0632|4.345|12
DTW|F9|3561|21.8916|16.0646|0.0329|11.0632|10.8284|13
DVL|OO|1032|22.8304|17.7519|0.0465|22.8304|0.0|1
EAR|OO|151|20.9735|15.0464|0.0331|20.9735|0.0|1
EAU|OO|46|16.5|11.8043|0.0652|16.5|0.0|1
ECP|OO|414|8.0242|3.5386|0.0072|12.295|-4.2708|1
ECP|DL|3534|8.4508|3.1426|0.0031|12.295|-3.8442|2
ECP|WN|4698|8.6066|4.0307|0.0057|12.295|-3.6884|3
ECP|MQ|1155|14.7481|9.5307|0.0165|12.295|2.4531|4
ECP|OH|1590|15.7591|14.0969|0.0057|12.295|3.4641|5
ECP|YX|31|17.9355|13.4194|0.0|12.295|5.6405|6
ECP|9E|34|30.1176|27.6765|0.0|12.295|17.8226|7
ECP|AA|1054|34.648|33.1983|0.0199|12.295|22.353|8
EGE|OO|2638|10.3317|3.2089|0.0068|21.1164|-10.7847|1
EGE|DL|249|17.7189|7.6787|0.004|21.1164|-3.3975|2
EGE|UA|754|18.5743|13.2639|0.0159|21.1164|-2.5421|3
EGE|F9|17|32.0|38.9412|0.0|21.1164|10.8836|4
EGE|AA|1980|36.7869|34.6106|0.0116|21.1164|15.6705|5
EKO|OO|550|-1.1745|-8.42|0.0091|-1.1745|0.0|1
ELM|G4|453|14.7969|6.5541|0.011|21.6644|-6.8675|1
ELM|OO|1049|24.6301|18.7331|0.0019|21.6644|2.9657|2
ELP|UA|517|5.1915|-2.5164|0.0039|9.6112|-4.4197|1
ELP|OO|3472|6.0818|2.9787|0.0066|9.6112|-3.5294|2
ELP|YX|48|6.125|-0.2083|0.0625|9.6112|-3.4862|3
ELP|WN|13266|8.5804|2.9934|0.0049|9.6112|-1.0308|4
ELP|DL|1050|9.8448|3.2286|0.0038|9.6112|0.2336|5
ELP|MQ|2497|10.5863|7.7645|0.0076|9.6112|0.9751|6
ELP|AA|4173|13.9204|11.5926|0.0117|9.6112|4.3092|7
ELP|F9|1033|16.0019|11.9071|0.0194|9.6112|6.3907|8
ELP|G4|140|17.6|14.9214|0.0214|9.6112|7.9888|9
ESC|OO|963|10.0114|4.4559|0.0062|10.0114|0.0|1
EUG|OO|3849|7.5718|3.1273|0.0088|11.1166|-3.5448|1
EUG|WN|2581|8.031|0.2646|0.0132|11.1166|-3.0856|2
EUG|AS|462|11.9632|13.4935|0.0216|11.1166|0.8466|3
EUG|UA|2182|12.4904|7.1819|0.0119|11.1166|1.3738|4
EUG|AA|1128|17.2402|12.5062|0.0204|11.1166|6.1236|5
EUG|G4|543|30.2284|27.4807|0.035|11.1166|19.1118|6
EUG|MQ|40|34.45|21.575|0.0|11.1166|23.3334|7
EVV|9E|1045|1.9828|-5.3062|0.0077|10.3976|-8.4148|1
EVV|MQ|1056|7.3513|3.7879|0.0085|10.3976|-3.0463|2
EVV|OH|35|11.4|5.8286|0.0|10.3976|1.0024|3
EVV|OO|653|16.8055|13.9694|0.0046|10.3976|6.4079|4
EVV|DL|34|23.6471|13.1176|0.0588|10.3976|13.2495|5
EVV|G4|311|34.0|26.3601|0.0354|10.3976|23.6024|6
EWN|OH|75|48.88|39.84|0.08|48.88|0.0|1
EWR|OO|2|-4.0|9.0|0.0|13.7449|-17.7449|1
EWR|YX|34781|4.0622|-3.5987|0.0254|13.7449|-9.6827|2
EWR|G4|993|8.3525|-2.1511|0.0111|13.7449|-5.3924|3
EWR|AS|4807|13.3772|5.4479|0.026|13.7449|-0.3677|4
EWR|UA|102947|14.7723|7.6836|0.0175|13.7449|1.0274|5
EWR|B6|8428|15.3822|8.4972|0.0182|13.7449|1.6373|6
EWR|NK|15974|16.1897|5.9341|0.0299|13.7449|2.4448|7
EWR|MQ|1206|17.6799|10.8134|0.0249|13.7449|3.935|8
EWR|DL|9842|19.8744|13.9328|0.007|13.7449|6.1295|9
EWR|9E|2449|21.6676|18.2058|0.0318|13.7449|7.9227|10
EWR|AA|10061|22.9195|13.1198|0.0181|13.7449|9.1746|11
EWR|F9|566|28.8251|22.9982|0.0159|13.7449|15.0802|12
EYW|YX|1598|9.3767|5.8949|0.0244|18.8937|-9.517|1
EYW|UA|1134|10.6111|9.8051|0.0203|18.8937|-8.2826|2
EYW|MQ|3051|10.8653|8.4336|0.018|18.8937|-8.0284|3
EYW|DL|1950|14.441|10.7369|0.0118|18.8937|-4.4527|4
EYW|9E|238|17.5168|17.5756|0.0252|18.8937|-1.3769|5
EYW|G4|1007|22.3764|21.2185|0.0417|18.8937|3.4827|6
EYW|B6|260|30.1654|20.2615|0.0346|18.8937|11.2717|7
EYW|AA|2591|38.8352|36.499|0.0232|18.8937|19.9415|8
FAI|AS|3870|2.2488|-1.3261|0.0096|5.8499|-3.6011|1
FAI|UA|350|16.2229|1.6486|0.0171|5.8499|10.373|2
FAI|DL|903|17.2625|9.2669|0.0111|5.8499|11.4126|3
FAR|DL|1057|3.7181|-3.3907|0.0057|12.1572|-8.4391|1
FAR|9E|326|5.911|-1.4448|0.0031|12.1572|-6.2462|2
FAR|F9|491|7.7149|4.6945|0.0102|12.1572|-4.4423|3
FAR|G4|1060|8.6708|0.6755|0.0038|12.1572|-3.4864|4
FAR|MQ|2583|10.626|3.264|0.0089|12.1572|-1.5312|5
FAR|OO|4319|16.4851|12.6166|0.0095|12.1572|4.3279|6
FAR|UA|208|22.2356|17.7115|0.0144|12.1572|10.0784|7
FAT|MQ|27|-2.5556|-6.5185|0.0|11.5161|-14.0717|1
FAT|AS|550|4.6618|3.4345|0.0255|11.5161|-6.8543|2
FAT|OO|9858|8.1561|3.904|0.0032|11.5161|-3.36|3
FAT|G4|952|10.1229|11.3393|0.0021|11.5161|-1.3932|4
FAT|WN|2205|12.5039|6.883|0.0009|11.5161|0.9878|5
FAT|DL|300|17.0233|8.6967|0.0167|11.5161|5.5072|6
FAT|UA|550|18.7273|11.3982|0.0255|11.5161|7.2112|7
FAT|AA|3124|21.3758|16.5397|0.0125|11.5161|9.8597|8
FAY|DL|497|3.2052|-5.2254|0.008|11.9867|-8.7815|1
FAY|OH|943|7.8717|7.0795|0.0117|11.9867|-4.115|2
FAY|9E|536|19.0709|12.319|0.0|11.9867|7.0842|3
FAY|OO|274|28.219|23.8613|0.0073|11.9867|16.2323|4
FCA|OO|2199|5.5803|0.5966|0.01|10.9751|-5.3948|1
FCA|DL|1212|8.6411|4.0619|0.0074|10.9751|-2.334|2
FCA|UA|1396|13.404|8.6476|0.0093|10.9751|2.4289|3
FCA|AA|591|20.7868|17.8545|0.0051|10.9751|9.8117|4
FCA|G4|379|20.9103|17.0554|0.0132|10.9751|9.9352|5
FCA|MQ|56|42.0|35.4107|0.0|10.9751|31.0249|6
FLG|OO|2777|11.6482|8.9795|0.0032|11.6482|0.0|1
FLL|UA|12282|12.3635|6.4621|0.0173|17.0101|-4.6466|1
FLL|AS|1514|15.2754|9.2107|0.0687|17.0101|-1.7347|2
FLL|WN|21154|15.6847|10.912|0.0105|17.0101|-1.3254|3
FLL|9E|45|16.0|15.0889|0.0|17.0101|-1.0101|4
FLL|DL|18201|16.1928|10.3205|0.0068|17.0101|-0.8173|5
FLL|B6|28368|16.54|11.3334|0.0117|17.0101|-0.4701|6
FLL|G4|4978|18.0048|15.414|0.0155|17.0101|0.9947|7
FLL|NK|38294|18.4572|13.7717|0.0151|17.0101|1.4471|8
FLL|AA|9842|20.7885|17.0272|0.0141|17.0101|3.7784|9
FLL|F9|2428|24.6054|22.9292|0.0383|17.0101|7.5953|10
FNT|G4|2056|8.3911|2.4533|0.0112|14.2142|-5.8231|1
FNT|OO|1231|23.9399|22.247|0.0179|14.2142|9.7257|2
FOD|OO|960|20.9781|17.7219|0.0198|20.9781|0.0|1
FSD|UA|1114|2.2837|0.0|0.0117|11.5419|-9.2582|1
FSD|YX|89|3.8427|-0.3034|0.0|11.5419|-7.6992|2
FSD|9E|522|6.4923|3.9349|0.0057|11.5419|-5.0496|3
FSD|OO|3891|8.3308|2.6775|0.0069|11.5419|-3.2111|4
FSD|MQ|1156|10.8365|4.1012|0.0251|11.5419|-0.7054|5
FSD|F9|379|11.7018|12.2296|0.0237|11.5419|0.1599|6
FSD|G4|1464|16.4337|10.5546|0.0102|11.5419|4.8918|7
FSD|DL|969|20.7926|15.1847|0.0114|11.5419|9.2507|8
FSD|AA|959|22.7602|14.8624|0.0136|11.5419|11.2183|9
FSM|MQ|1516|11.3701|6.5158|0.0165|11.4329|-0.0628|1
FSM|OO|251|11.8127|6.004|0.0239|11.4329|0.3798|2
FWA|MQ|1328|9.067|2.8893|0.0038|17.4687|-8.4017|1
FWA|OH|252|10.3056|3.0833|0.0|17.4687|-7.1631|2
FWA|9E|351|10.547|-2.2108|0.037|17.4687|-6.9217|3
FWA|OO|3860|20.2044|15.228|0.0101|17.4687|2.7357|4
FWA|G4|1248|21.3405|16.8454|0.0288|17.4687|3.8718|5
GCC|OO|1079|10.6348|4.8832|0.0083|10.6348|0.0|1
GCK|OO|343|8.4461|5.4606|0.0408|13.0916|-4.6455|1
GCK|MQ|760|15.1882|14.5092|0.0145|13.0916|2.0966|2
GEG|UA|1328|2.4202|-5.5851|0.0166|6.379|-3.9588|1
GEG|AS|3431|3.1172|0.9589|0.014|6.379|-3.2618|2
GEG|OO|8854|3.1522|0.6175|0.0029|6.379|-3.2268|3
GEG|WN|5548|6.5606|0.0458|0.0013|6.379|0.1816|4
GEG|DL|4490|9.1352|3.1857|0.0073|6.379|2.7562|5
GEG|G4|345|13.5333|9.6493|0.0058|6.379|7.1543|6
GEG|AA|2206|19.6006|13.1088|0.0091|6.379|13.2216|7
GFK|OO|1435|6.8962|2.4209|0.0063|8.3664|-1.4702|1
GFK|G4|294|12.9932|7.3061|0.0068|8.3664|4.6268|2
GFK|9E|127|14.2677|7.2913|0.0|8.3664|5.9013|3
GGG|OO|748|11.9987|8.3503|0.0174|14.3263|-2.3276|1
GGG|MQ|343|19.4023|16.4227|0.0204|14.3263|5.076|2
GJT|UA|1064|4.6466|-7.4803|0.0075|9.7042|-5.0576|1
GJT|OO|3940|10.0175|7.0287|0.0079|9.7042|0.3133|2
GJT|MQ|769|11.0819|9.5007|0.0065|9.7042|1.3777|3
GJT|G4|204|24.8382|25.2941|0.0196|9.7042|15.134|4
GNV|DL|2337|4.2537|-3.1053|0.0073|6.7521|-2.4984|1
GNV|9E|181|5.4751|-1.105|0.0055|6.7521|-1.277|2
GNV|MQ|877|8.3193|4.0901|0.0194|6.7521|1.5672|3
GNV|OH|1087|11.0718|7.2622|0.0304|6.7521|4.3197|4
GPT|9E|75|5.7067|-0.6|0.0|10.38|-4.6733|1
GPT|DL|1767|8.0549|1.7974|0.0062|10.38|-2.3251|2
GPT|OH|1855|9.0367|8.2523|0.007|10.38|-1.3433|3
GPT|OO|515|11.5456|9.1165|0.0155|10.38|1.1656|4
GPT|MQ|813|16.5597|12.1599|0.0308|10.38|6.1797|5
GPT|G4|33|50.5758|50.2727|0.0|10.38|40.1958|6
GRB|YX|267|2.1273|-0.7079|0.0112|13.3292|-11.2019|1
GRB|9E|113|5.2478|-6.2743|0.0|13.3292|-8.0814|2
GRB|MQ|566|7.6413|2.7314|0.0141|13.3292|-5.6879|3
GRB|OO|4520|14.1197|9.4381|0.0133|13.3292|0.7905|4
GRB|DL|557|15.772|8.4111|0.0054|13.3292|2.4428|5
GRB|F9|174|25.9138|21.1092|0.0172|13.3292|12.5846|6
GRI|G4|342|18.2807|12.0205|0.0117|19.9547|-1.674|1
GRI|OO|1070|20.4897|17.8383|0.015|19.9547|0.535|2
GRK|OO|749|11.3939|10.1415|0.036|12.9951|-1.6012|1
GRK|MQ|1924|13.6185|10.6824|0.0151|12.9951|0.6234|2
GRR|YX|3018|2.4132|-2.994|0.0166|9.9561|-7.5429|1
GRR|9E|1419|5.5391|-1.4834|0.0359|9.9561|-4.417|2
GRR|UA|2127|5.7602|2.3216|0.0118|9.9561|-4.1959|3
GRR|DL|4215|5.9393|-2.0586|0.0088|9.9561|-4.0168|4
GRR|G4|3250|7.8532|1.8434|0.0132|9.9561|-2.1029|5
GRR|WN|2907|8.8672|4.9838|0.0038|9.9561|-1.0889|6
GRR|MQ|1135|12.8247|10.8811|0.0167|9.9561|2.8686|7
GRR|OO|3125|14.1462|10.3997|0.0144|9.9561|4.1901|8
GRR|OH|1089|14.6621|14.8512|0.0239|9.9561|4.706|9
GRR|AA|3752|16.8228|12.3814|0.0104|9.9561|6.8667|10
GRR|F9|1106|25.9141|19.1293|0.0389|9.9561|15.958|11
GSO|DL|3555|4.6084|-3.7336|0.0031|8.6666|-4.0582|1
GSO|OO|1520|5.2632|3.5757|0.0053|8.6666|-3.4034|2
GSO|YX|2439|5.4408|1.3305|0.0262|8.6666|-3.2258|3
GSO|9E|2288|5.4698|-2.2198|0.0297|8.6666|-3.1968|4
GSO|OH|3813|7.3721|6.3346|0.0081|8.6666|-1.2945|5
GSO|MQ|1984|9.437|6.4415|0.0071|8.6666|0.7704|6
GSO|AA|1993|25.3753|21.5615|0.0256|8.6666|16.7087|7
GSO|G4|208|32.1731|31.9952|0.024|8.6666|23.5065|8
GSP|DL|3948|3.7913|-4.4754|0.0058|9.0429|-5.2516|1
GSP|YX|3219|4.4772|-0.7313|0.0233|9.0429|-4.5657|2
GSP|OO|1501|6.2505|2.0913|0.0107|9.0429|-2.7924|3
GSP|WN|2222|7.005|0.2079|0.0054|9.0429|-2.0379|4
GSP|9E|2068|7.0111|-0.5469|0.0189|9.0429|-2.0318|5
GSP|UA|680|7.0824|3.6926|0.0176|9.0429|-1.9605|6
GSP|OH|5905|9.3738|7.2908|0.0088|9.0429|0.3309|7
GSP|MQ|2453|10.1802|8.3673|0.0094|9.0429|1.1373|8
GSP|AA|2028|25.5306|19.0902|0.0217|9.0429|16.4877|9
GSP|G4|499|32.0962|28.7615|0.0401|9.0429|23.0533|10
GST|AS|123|1.6667|-0.0244|0.065|1.6667|0.0|1
GTF|OO|2996|4.028|-1.278|0.005|7.067|-3.039|1
GTF|UA|382|9.6126|-1.1597|0.0183|7.067|2.5456|2
GTF|G4|251|39.4661|37.761|0.004|7.067|32.3991|3
GTR|9E|1087|2.0883|-4.1104|0.0055|2.0883|0.0|1
GUC|OO|1068|7.8558|-0.8015|0.0122|11.6011|-3.7453|1
GUC|AA|183|33.459|32.8689|0.0055|11.6011|21.8579|2
GUM|UA|1092|0.9103|-10.1987|0.0073|0.9103|0.0|1
HDN|WN|921|9.2986|4.2443|0.0076|13.7564|-4.4578|1
HDN|MQ|35|9.9143|10.6571|0.0|13.7564|-3.8421|2
HDN|DL|212|10.7925|4.967|0.0|13.7564|-2.9639|3
HDN|UA|893|11.598|4.6439|0.0146|13.7564|-2.1584|4
HDN|OO|1342|12.9866|5.2578|0.0112|13.7564|-0.7698|5
HDN|AA|276|26.7138|27.3913|0.0036|13.7564|12.9574|6
HDN|B6|82|65.622|65.5366|0.0122|13.7564|51.8656|7
HGR|G4|425|32.8565|30.2965|0.0306|32.8565|0.0|1
HHH|MQ|1639|10.5827|8.7053|0.0183|13.6042|-3.0215|1
HHH|YX|1211|17.6936|13.0504|0.0281|13.6042|4.0894|2
HIB|OO|951|6.7497|0.7035|0.0116|6.7497|0.0|1
