origin|carrier|num_flights|avg_dep_delay|avg_arr_delay|cancel_rate|avg_dep_airport|dep_diff|rank_pos
CLT|MQ|6114|15.4557|11.6757|0.0128|18.4328|-2.9771|6
CLT|WN|3298|17.4878|11.0588|0.003|18.4328|-0.945|7
CLT|B6|529|17.5654|9.3919|0.017|18.4328|-0.8674|8
CLT|OO|57|20.1228|9.0877|0.0|18.4328|1.69|9
CLT|AA|125643|21.6642|17.1208|0.0098|18.4328|3.2314|10
CLT|NK|4876|22.3701|16.5267|0.0254|18.4328|3.9373|11
CLT|F9|3284|31.1553|33.4201|0.0323|18.4328|12.7225|12
CMH|YX|11468|1.3931|-4.3168|0.0091|8.7278|-7.3347|1
CMH|DL|3300|5.8996|-1.651|0.0042|8.7278|-2.8282|2
CMH|AS|471|7.316|-1.7413|0.0191|8.7278|-1.4118|3
CMH|WN|11859|9.508|2.1835|0.0078|8.7278|0.7802|4
CMH|9E|252|9.7211|1.484|0.004|8.7278|0.9933|5
CMH|MQ|3116|11.2959|6.5774|0.0064|8.7278|2.5681|6
CMH|UA|2675|13.5924|10.3249|0.0138|8.7278|4.8646|7
CMH|NK|2545|13.7771|4.3602|0.0189|8.7278|5.0493|8
CMH|OH|1324|14.6319|9.6789|0.0091|8.7278|5.9041|9
CMH|OO|1327|14.7592|8.0083|0.0015|8.7278|6.0314|10
CMH|AA|3515|18.1224|13.419|0.0148|8.7278|9.3946|11
CMH|F9|242|18.1277|15.4128|0.0289|8.7278|9.3999|12
CMI|MQ|1379|15.5084|8.1436|0.0123|15.5084|0.0|1
CMX|OO|722|19.3252|17.8422|0.0332|19.3252|0.0|1
CNY|OO|31|3.4138|-1.8621|0.0645|3.4138|0.0|1
COD|OO|630|17.0942|9.5401|0.0063|17.0942|0.0|1
COS|UA|743|8.6212|5.1476|0.0229|10.1678|-1.5466|1
COS|OO|4963|8.9316|2.2571|0.0071|10.1678|-1.2362|2
COS|WN|4901|9.3545|3.6246|0.0051|10.1678|-0.8133|3
COS|DL|553|13.8927|8.8571|0.0054|10.1678|3.7249|4
COS|MQ|353|15.7585|13.2472|0.0028|10.1678|5.5907|5
COS|AA|1071|16.9914|16.3671|0.0196|10.1678|6.8236|6
COU|MQ|1671|12.7391|10.0616|0.0168|14.1326|-1.3935|1
COU|OO|100|37.5102|30.5918|0.02|14.1326|23.3776|2
CPR|OO|1765|6.6403|-2.2274|0.0045|6.6403|0.0|1
CRP|OO|268|5.6616|2.7947|0.0187|8.7474|-3.0858|1
CRP|MQ|2401|8.8001|7.3227|0.0104|8.7474|0.0527|2
CRP|WN|1156|9.3464|5.4344|0.0087|8.7474|0.599|3
CRW|9E|180|1.8667|-6.5278|0.0|19.1877|-17.321|1
CRW|OH|1439|14.4395|10.9711|0.0118|19.1877|-4.7482|2
CRW|OO|1808|24.7107|18.7044|0.0116|19.1877|5.523|3
CSG|9E|591|9.3247|3.7326|0.0254|12.9673|-3.6426|1
CSG|OO|406|18.1866|13.2338|0.0099|12.9673|5.2193|2
CVG|YX|5530|3.4214|-1.5869|0.0154|10.2824|-6.861|1
CVG|UA|2076|6.7831|2.8611|0.0101|10.2824|-3.4993|2
CVG|OO|866|7.6165|5.6407|0.0035|10.2824|-2.6659|3
CVG|9E|6593|8.1626|2.1092|0.0156|10.2824|-2.1198|4
CVG|DL|7093|8.8554|1.269|0.0066|10.2824|-1.427|5
CVG|WN|2159|9.3003|3.0789|0.0051|10.2824|-0.9821|6
CVG|AS|351|9.6441|3.8732|0.0342|10.2824|-0.6383|7
CVG|MQ|2681|12.6582|9.3401|0.0063|10.2824|2.3758|8
CVG|G4|3268|12.9618|9.1529|0.0138|10.2824|2.6794|9
CVG|OH|2481|13.575|10.7057|0.0097|10.2824|3.2926|10
CVG|F9|4716|14.7106|10.4|0.0206|10.2824|4.4282|11
CVG|AA|3324|19.2812|13.5927|0.0153|10.2824|8.9988|12
CWA|9E|730|3.5746|-2.8633|0.0082|3.5746|0.0|1
CYS|OO|678|8.1684|-1.4556|0.0192|8.1684|0.0|1
DAB|DL|1435|7.0477|2.1777|0.0063|8.8694|-1.8217|1
DAB|OH|1088|10.3287|2.701|0.0156|8.8694|1.4593|2
DAB|AA|314|12.0193|7.0257|0.0096|8.8694|3.1499|3
DAB|MQ|9|15.0|10.5556|0.0|8.8694|6.1306|4
DAL|AS|363|2.9237|-2.3796|0.0248|14.0561|-11.1324|1
DAL|DL|2062|12.4069|6.8363|0.0024|14.0561|-1.6492|2
DAL|WN|69697|14.1621|8.3154|0.0075|14.0561|0.106|3
DAY|YX|319|0.0221|-2.489|0.0063|8.5899|-8.5678|1
DAY|DL|1159|2.7257|-8.4427|0.006|8.5899|-5.8642|2
DAY|9E|483|8.1716|-2.4128|0.0228|8.5899|-0.4183|3
DAY|OH|3618|9.3294|5.1443|0.0094|8.5899|0.7395|4
DAY|OO|1577|10.6206|5.7911|0.0089|8.5899|2.0307|5
DAY|MQ|185|12.9396|6.1215|0.0162|8.5899|4.3497|6
DAY|G4|278|20.0639|15.2218|0.0432|8.5899|11.474|7
DCA|YX|26921|4.1788|-1.594|0.0107|12.1357|-7.9569|1
DCA|AS|1821|5.5111|-2.7181|0.0077|12.1357|-6.6246|2
DCA|F9|1095|11.1425|2.0204|0.0128|12.1357|-0.9932|3
DCA|UA|6088|11.3436|5.5178|0.0131|12.1357|-0.7921|4
DCA|DL|8973|11.3578|2.6082|0.0065|12.1357|-0.7779|5
DCA|MQ|4251|12.7813|7.2074|0.0129|12.1357|0.6456|6
DCA|WN|15695|12.8766|3.8256|0.0082|12.1357|0.7409|7
DCA|OH|36610|14.1734|9.1924|0.0185|12.1357|2.0377|8
DCA|9E|2010|14.5053|8.5347|0.0174|12.1357|2.3696|9
DCA|B6|8304|14.6792|6.9145|0.0112|12.1357|2.5435|10
DCA|OO|173|16.6279|5.8304|0.0058|12.1357|4.4922|11
DCA|AA|27258|16.6943|9.531|0.011|12.1357|4.5586|12
DDC|OO|625|23.1497|20.6358|0.0272|23.1497|0.0|1
DEC|OO|778|26.3154|22.0408|0.0219|26.3154|0.0|1
DEN|AS|2225|7.4886|4.8341|0.013|13.2687|-5.7801|1
DEN|DL|12366|10.5745|2.296|0.0053|13.2687|-2.6942|2
DEN|OO|59584|10.8584|5.7664|0.0092|13.2687|-2.4103|3
DEN|UA|101478|12.3795|7.2346|0.01|13.2687|-0.8892|4
DEN|MQ|181|14.0|9.0497|0.0|13.2687|0.7313|5
DEN|WN|96026|14.9201|9.009|0.0052|13.2687|1.6514|6
DEN|F9|25051|15.5141|10.3232|0.0135|13.2687|2.2454|7
DEN|G4|444|16.3272|13.9245|0.0158|13.2687|3.0585|8
DEN|AA|8364|18.086|12.8408|0.0116|13.2687|4.8173|9
DEN|B6|1233|31.1892|26.8933|0.0097|13.2687|17.9205|10
DEN|NK|36|44.25|37.8611|0.0|13.2687|30.9813|11
DFW|MQ|69533|8.833|4.795|0.0125|18.9501|-10.1171|1
DFW|OO|24287|9.874|5.7419|0.0164|18.9501|-9.0761|2
DFW|DL|12150|14.5058|6.9055|0.0063|18.9501|-4.4443|3
DFW|UA|8229|15.052|10.8693|0.0137|18.9501|-3.8981|4
DFW|AS|2396|15.0709|13.6355|0.0196|18.9501|-3.8792|5
DFW|NK|10106|17.735|11.7598|0.0123|18.9501|-1.2151|6
DFW|OH|9206|19.8728|14.875|0.0228|18.9501|0.9227|7
DFW|F9|10196|21.3827|20.1524|0.0258|18.9501|2.4326|8
DFW|AA|164658|24.9693|19.3245|0.0133|18.9501|6.0192|9
DFW|B6|364|37.7722|34.368|0.011|18.9501|18.8221|10
DFW|YX|45|38.2955|26.2791|0.0222|18.9501|19.3454|11
DFW|9E|2|99.5|130.0|0.0|18.9501|80.5499|12
DHN|9E|534|8.0|3.6083|0.0037|10.0935|-2.0935|1
DHN|OO|230|15.0|11.5398|0.013|10.0935|4.9065|2
DIK|OO|670|12.0765|3.2355|0.0239|12.0765|0.0|1
DLG|AS|110|2.1776|3.5234|0.0273|2.1776|0.0|1
DLH|YX|501|2.2124|-4.2926|0.004|11.2081|-8.9957|1
DLH|9E|189|8.1337|8.016|0.0106|11.2081|-3.0744|2
DLH|DL|108|10.6449|4.4112|0.0093|11.2081|-0.5632|3
DLH|OO|1431|14.8243|8.1179|0.0098|11.2081|3.6162|4
DRO|MQ|27|-2.7407|-20.2963|0.0|11.7589|-14.4996|1
DRO|UA|724|8.7238|-2.9902|0.011|11.7589|-3.0351|2
DRO|OO|3055|12.5115|9.1222|0.0069|11.7589|0.7526|3
DRO|AA|9|43.3333|36.5556|0.0|11.7589|31.5744|4
DSM|YX|929|3.5591|1.7577|0.0161|12.2202|-8.6611|1
DSM|UA|2006|6.7372|5.0967|0.014|12.2202|-5.483|2
DSM|9E|2586|7.4808|0.8809|0.0147|12.2202|-4.7394|3
DSM|MQ|917|8.6086|3.3437|0.0164|12.2202|-3.6116|4
DSM|WN|1774|9.1585|2.1415|0.0079|12.2202|-3.0617|5
DSM|DL|1175|11.4717|1.5545|0.006|12.2202|-0.7485|6
DSM|OO|899|12.7704|8.2627|0.0167|12.2202|0.5502|7
DSM|OH|474|14.1178|10.8882|0.0148|12.2202|1.8976|8
DSM|F9|291|15.9336|13.8671|0.0172|12.2202|3.7134|9
DSM|G4|1724|19.1484|14.7399|0.0191|12.2202|6.9282|10
DSM|AA|2483|22.9411|18.1115|0.0153|12.2202|10.7209|11
DTW|YX|4814|3.0951|-1.5122|0.0137|11.1481|-8.053|1
DTW|9E|12711|4.8235|0.2079|0.009|11.1481|-6.3246|2
DTW|MQ|853|7.1867|4.7567|0.027|11.1481|-3.9614|3
DTW|UA|2293|7.2004|1.821|0.0105|11.1481|-3.9477|4
DTW|OH|1179|8.734|4.7915|0.0187|11.1481|-2.4141|5
DTW|WN|4069|9.1583|1.97|0.0064|11.1481|-1.9898|6
DTW|NK|10541|9.8352|0.8696|0.0128|11.1481|-1.3129|7
DTW|AS|510|9.994|4.7535|0.0196|11.1481|-1.1541|8
DTW|DL|58500|11.2864|5.1533|0.0058|11.1481|0.1383|9
DTW|B6|1033|12.2576|9.3496|0.0087|11.1481|1.1095|10
DTW|AA|5833|14.0717|8.5127|0.0149|11.1481|2.9236|11
DTW|OO|26095|15.2082|11.2194|0.0058|11.1481|4.0601|12
DTW|F9|2364|21.5981|15.9377|0.0338|11.1481|10.45|13
DVL|OO|677|17.9954|12.9938|0.0428|17.9954|0.0|1
EAR|OO|105|23.3529|17.5098|0.0286|23.3529|0.0|1
EAU|OO|31|25.6897|20.1724|0.0645|25.6897|0.0|1
ECP|DL|2323|7.9827|2.6149|0.0039|12.1597|-4.177|1
ECP|OO|288|8.4965|4.1748|0.0069|12.1597|-3.6632|2
ECP|WN|3147|8.8743|4.2335|0.0067|12.1597|-3.2854|3
ECP|MQ|769|14.5754|9.8533|0.0182|12.1597|2.4157|4
ECP|OH|1059|14.6255|13.0238|0.0066|12.1597|2.4658|5
ECP|YX|24|19.7917|16.1667|0.0|12.1597|7.632|6
ECP|AA|706|34.9711|33.3701|0.0198|12.1597|22.8114|7
ECP|9E|24|36.9167|35.2083|0.0|12.1597|24.757|8
EGE|OO|1756|10.1574|3.0219|0.0085|21.2091|-11.0517|1
EGE|DL|179|14.5674|5.4407|0.0056|21.2091|-6.6417|2
EGE|UA|514|18.4931|13.5837|0.0156|21.2091|-2.716|3
EGE|F9|12|26.25|33.8333|0.0|21.2091|5.0409|4
EGE|AA|1332|37.7287|35.4116|0.0128|21.2091|16.5196|5
EKO|OO|366|-0.0604|-7.0412|0.0055|-0.0604|0.0|1
ELM|G4|296|13.4433|5.5552|0.0169|21.184|-7.7407|1
ELM|OO|711|24.3611|18.7207|0.0028|21.184|3.1771|2
ELP|YX|31|3.0345|-3.3793|0.0645|9.7265|-6.692|1
ELP|UA|353|5.6923|-2.3761|0.0057|9.7265|-4.0342|2
ELP|OO|2302|6.3791|3.3788|0.0065|9.7265|-3.3474|3
ELP|DL|711|7.8757|1.187|0.0042|9.7265|-1.8508|4
ELP|WN|8886|8.5245|2.9288|0.0045|9.7265|-1.202|5
ELP|MQ|1635|10.1202|7.2314|0.008|9.7265|0.3937|6
ELP|AA|2737|15.3777|13.1343|0.0113|9.7265|5.6512|7
ELP|F9|685|16.3715|12.067|0.019|9.7265|6.645|8
ELP|G4|92|18.7|15.6444|0.0217|9.7265|8.9735|9
ESC|OO|650|10.2605|4.9969|0.0077|10.2605|0.0|1
EUG|OO|2535|7.2467|2.7244|0.0087|11.0851|-3.8384|1
EUG|WN|1727|8.2175|0.4122|0.0151|11.0851|-2.8676|2
EUG|AS|298|12.2646|13.7801|0.0235|11.0851|1.1795|3
EUG|UA|1471|12.9113|7.7484|0.0122|11.0851|1.8262|4
EUG|AA|773|18.8896|14.2371|0.0168|11.0851|7.8045|5
EUG|G4|348|24.8929|21.8571|0.0345|11.0851|13.8078|6
EUG|MQ|26|47.4231|33.5|0.0|11.0851|36.338|7
EVV|9E|701|3.0547|-4.2081|0.0086|11.4731|-8.4184|1
EVV|MQ|726|6.4917|2.8828|0.0083|11.4731|-4.9814|2
EVV|OH|22|9.3636|4.0|0.0|11.4731|-2.1095|3
EVV|OO|426|18.4539|15.4634|0.007|11.4731|6.9808|4
EVV|DL|25|36.2083|26.2917|0.04|11.4731|24.7352|5
EVV|G4|202|42.0773|34.1969|0.0396|11.4731|30.6042|6
EWN|OH|51|68.4043|58.4894|0.0784|68.4043|0.0|1
EWR|OO|1|-4.0|9.0|0.0|14.0661|-18.0661|1
EWR|YX|23211|4.2325|-3.6519|0.0256|14.0661|-9.8336|2
EWR|G4|659|9.3338|-0.8369|0.0091|14.0661|-4.7323|3
EWR|AS|3259|13.6674|5.8319|0.0267|14.0661|-0.3987|4
EWR|UA|68552|14.9641|7.8233|0.0176|14.0661|0.898|5
EWR|B6|5536|16.2667|9.1682|0.0184|14.0661|2.2006|6
EWR|NK|10724|17.0|6.4855|0.0296|14.0661|2.9339|7
EWR|MQ|788|18.6754|11.374|0.0279|14.0661|4.6093|8
EWR|DL|6528|20.6892|14.8098|0.0072|14.0661|6.6231|9
EWR|9E|1621|22.327|18.8882|0.0321|14.0661|8.2609|10
EWR|AA|6768|22.8265|13.1393|0.0186|14.0661|8.7604|11
EWR|F9|372|31.2255|25.7781|0.0134|14.0661|17.1594|12
EYW|YX|1092|10.8333|7.4769|0.022|19.7244|-8.8911|1
EYW|UA|746|11.5301|11.638|0.0228|19.7244|-8.1943|2
EYW|MQ|2035|12.1848|9.916|0.0162|19.7244|-7.5396|3
EYW|DL|1306|13.4915|9.8305|0.0107|19.7244|-6.2329|4
EYW|9E|159|22.2885|21.9551|0.0189|19.7244|2.5641|5
EYW|G4|642|22.8049|21.7709|0.0421|19.7244|3.0805|6
EYW|B6|178|30.6936|23.0839|0.0281|19.7244|10.9692|7
EYW|AA|1731|40.0745|37.545|0.0237|19.7244|20.3501|8
FAI|AS|2603|2.5382|-0.9763|0.0096|6.5057|-3.9675|1
FAI|UA|237|14.4206|-0.1983|0.0169|6.5057|7.9149|2
FAI|DL|602|20.5695|13.3445|0.0116|6.5057|14.0638|3
FAR|DL|710|3.7011|-3.7139|0.0056|12.5126|-8.8115|1
FAR|9E|224|5.2601|-2.2735|0.0045|12.5126|-7.2525|2
FAR|F9|329|8.3477|5.2338|0.0122|12.5126|-4.1649|3
FAR|G4|690|9.6812|1.5139|0.0043|12.5126|-2.8314|4
FAR|MQ|1760|10.9628|3.9171|0.0091|12.5126|-1.5498|5
FAR|OO|2853|17.1327|13.2429|0.0098|12.5126|4.6201|6
FAR|UA|134|18.5076|14.8182|0.0149|12.5126|5.995|7
FAT|MQ|20|-1.9|-5.85|0.0|11.2066|-13.1066|1
FAT|AS|376|4.5571|3.3288|0.0213|11.2066|-6.6495|2
FAT|OO|6622|8.4959|4.2982|0.0039|11.2066|-2.7107|3
FAT|WN|1487|11.1575|5.5415|7.0E-4|11.2066|-0.0491|4
FAT|G4|633|11.2108|12.3708|0.0032|11.2066|0.0042|5
FAT|AA|2048|19.1434|14.51|0.0122|11.2066|7.9368|6
FAT|UA|364|19.3211|11.8023|0.0247|11.2066|8.1145|7
FAT|DL|204|19.845|11.51|0.0196|11.2066|8.6384|8
FAY|DL|331|3.8537|-4.945|0.0091|11.8297|-7.976|1
FAY|OH|639|8.2044|7.4746|0.0125|11.8297|-3.6253|2
FAY|9E|349|15.1662|8.3696|0.0|11.8297|3.3365|3
FAY|OO|191|31.6138|27.4392|0.0105|11.8297|19.7841|4
FCA|OO|1445|6.6325|1.5969|0.0076|11.5485|-4.916|1
FCA|DL|794|8.2383|3.6907|0.0063|11.5485|-3.3102|2
FCA|UA|918|13.3839|8.4372|0.0098|11.5485|1.8354|3
FCA|G4|254|21.9442|18.4542|0.0118|11.5485|10.3957|4
FCA|AA|385|23.2141|19.4263|0.0052|11.5485|11.6656|5
FCA|MQ|39|35.0256|27.7179|0.0|11.5485|23.4771|6
FLG|OO|1838|10.8596|8.4732|0.0044|10.8596|0.0|1
FLL|UA|8144|12.3126|6.4253|0.0171|17.1202|-4.8076|1
FLL|9E|22|14.8636|13.8636|0.0|17.1202|-2.2566|2
FLL|WN|14214|15.8544|10.9628|0.011|17.1202|-1.2658|3
FLL|DL|12191|15.9233|10.0199|0.0067|17.1202|-1.1969|4
FLL|B6|18869|16.6832|11.5064|0.0113|17.1202|-0.437|5
FLL|AS|1015|16.812|11.1632|0.069|17.1202|-0.3082|6
FLL|G4|3315|17.7917|15.1305|0.0175|17.1202|0.6715|7
FLL|NK|25607|18.8654|14.2113|0.0147|17.1202|1.7452|8
FLL|AA|6471|20.6456|16.845|0.0141|17.1202|3.5254|9
FLL|F9|1629|23.8459|21.7564|0.0399|17.1202|6.7257|10
FNT|G4|1384|7.8277|1.4589|0.0108|13.8155|-5.9878|1
FNT|OO|826|23.8931|22.1316|0.0145|13.8155|10.0776|2
FOD|OO|626|20.7092|17.4581|0.0224|20.7092|0.0|1
FSD|UA|741|2.3197|0.4441|0.0094|11.1291|-8.8094|1
FSD|YX|56|3.4821|-0.0893|0.0|11.1291|-7.647|2
FSD|9E|354|7.3191|5.6154|0.0085|11.1291|-3.81|3
FSD|OO|2577|7.8451|2.1034|0.0078|11.1291|-3.284|4
FSD|MQ|767|11.1787|4.3218|0.0235|11.1291|0.0496|5
FSD|F9|251|11.3522|11.5628|0.0159|11.1291|0.2231|6
FSD|G4|953|15.2365|9.3291|0.0105|11.1291|4.1074|7
FSD|DL|666|19.7641|14.2119|0.0135|11.1291|8.635|8
FSD|AA|653|21.9969|14.4517|0.0138|11.1291|10.8678|9
FSM|MQ|1009|11.894|6.9636|0.0188|12.1305|-0.2365|1
FSM|OO|171|13.5422|7.6084|0.0292|12.1305|1.4117|2
FWA|MQ|881|9.7184|3.5808|0.0045|17.4474|-7.729|1
FWA|OH|167|10.006|2.7964|0.0|17.4474|-7.4414|2
FWA|9E|232|10.9866|-2.7803|0.0345|17.4474|-6.4608|3
FWA|OO|2597|19.7505|14.7031|0.0092|17.4474|2.3031|4
FWA|G4|835|21.8044|17.0394|0.0263|17.4474|4.357|5
GCC|OO|730|10.4889|4.5098|0.011|10.4889|0.0|1
GCK|OO|215|12.9515|10.0976|0.0419|14.8776|-1.9261|1
GCK|MQ|512|15.6634|14.7773|0.0176|14.8776|0.7858|2
GEG|UA|887|2.7486|-5.0472|0.0192|6.1508|-3.4022|1
GEG|OO|5919|3.146|0.5438|0.0035|6.1508|-3.0048|2
GEG|AS|2285|3.4587|1.2815|0.0149|6.1508|-2.6921|3
GEG|WN|3703|6.5427|0.0944|8.0E-4|6.1508|0.3919|4
GEG|DL|2994|8.1893|2.124|0.007|6.1508|2.0385|5
GEG|G4|238|13.2924|9.8979|0.0084|6.1508|7.1416|6
GEG|AA|1438|18.4586|11.8898|0.0083|6.1508|12.3078|7
GFK|OO|1002|6.6717|2.2289|0.006|7.6599|-0.9882|1
GFK|G4|192|7.1885|0.9476|0.0052|7.6599|-0.4714|2
GFK|9E|86|20.1512|10.9767|0.0|7.6599|12.4913|3
GGG|OO|498|12.544|8.8773|0.0181|14.2216|-1.6776|1
GGG|MQ|229|17.8839|14.875|0.0218|14.2216|3.6623|2
GJT|UA|722|5.8691|-6.1325|0.0069|10.2453|-4.3762|1
GJT|OO|2609|10.3778|7.2989|0.0077|10.2453|0.1325|2
GJT|MQ|496|11.4231|9.3463|0.006|10.2453|1.1778|3
GJT|G4|127|27.984|29.84|0.0157|10.2453|17.7387|4
GNV|DL|1555|5.6857|-1.6254|0.0077|7.8984|-2.2127|1
GNV|MQ|586|7.3955|3.2277|0.0205|7.8984|-0.5029|2
GNV|9E|123|7.5246|1.0496|0.0081|7.8984|-0.3738|3
GNV|OH|736|13.1557|9.3743|0.0313|7.8984|5.2573|4
GPT|9E|55|5.6182|-1.0727|0.0|10.2383|-4.6201|1
GPT|DL|1177|7.9563|1.8971|0.0085|10.2383|-2.282|2
GPT|OH|1231|8.6931|7.7502|0.0073|10.2383|-1.5452|3
GPT|OO|339|10.4222|8.2432|0.0147|10.2383|0.1839|4
GPT|MQ|532|17.85|13.3591|0.0263|10.2383|7.6117|5
GPT|G4|26|40.4615|41.0769|0.0|10.2383|30.2232|6
GRB|9E|73|1.3425|-10.4932|0.0|12.8656|-11.5231|1
GRB|YX|179|3.6215|1.0847|0.0112|12.8656|-9.2441|2
GRB|MQ|393|8.5504|4.3152|0.0153|12.8656|-4.3152|3
GRB|OO|3060|13.4737|8.7765|0.0121|12.8656|0.6081|4
GRB|DL|370|16.4728|9.7084|0.0054|12.8656|3.6072|5
GRB|F9|112|21.7909|17.2385|0.0268|12.8656|8.9253|6
GRI|G4|225|18.7738|13.0588|0.0178|20.8763|-2.1025|1
GRI|OO|728|21.5244|18.8315|0.0151|20.8763|0.6481|2
GRK|MQ|1299|12.7732|9.8219|0.0139|12.8647|-0.0915|1
GRK|OO|492|13.1113|11.2101|0.0325|12.8647|0.2466|2
GRR|YX|2037|2.2799|-3.3548|0.0162|10.1396|-7.8597|1
GRR|9E|932|4.7767|-2.3356|0.0354|10.1396|-5.3629|2
GRR|DL|2842|5.3405|-2.7204|0.007|10.1396|-4.7991|3
GRR|UA|1413|5.9378|2.8175|0.0106|10.1396|-4.2018|4
GRR|G4|2167|8.6232|2.522|0.0134|10.1396|-1.5164|5
GRR|WN|1958|9.1533|5.4153|0.0036|10.1396|-0.9863|6
GRR|MQ|741|13.2555|11.773|0.0175|10.1396|3.1159|7
GRR|OO|2105|14.863|11.0502|0.0152|10.1396|4.7234|8
GRR|OH|720|15.4565|15.1914|0.0278|10.1396|5.3169|9
GRR|AA|2520|17.2521|13.0012|0.0115|10.1396|7.1125|10
GRR|F9|750|26.1983|19.6892|0.0333|10.1396|16.0587|11
GSO|DL|2388|4.7358|-3.6438|0.0029|8.6165|-3.8807|1
GSO|9E|1548|5.155|-2.804|0.0252|8.6165|-3.4615|2
GSO|OO|1017|5.8111|3.709|0.0059|8.6165|-2.8054|3
GSO|YX|1614|5.9179|1.7162|0.0279|8.6165|-2.6986|4
GSO|OH|2531|7.8456|6.8904|0.0099|8.6165|-0.7709|5
GSO|MQ|1329|8.5782|5.5497|0.006|8.6165|-0.0383|6
GSO|AA|1321|24.467|20.7471|0.0257|8.6165|15.8505|7
GSO|G4|142|31.2681|31.5|0.0282|8.6165|22.6516|8
GSP|DL|2593|4.0907|-4.2568|0.005|9.0243|-4.9336|1
GSP|YX|2127|4.8109|-0.452|0.0235|9.0243|-4.2134|2
GSP|OO|983|6.9238|2.695|0.0122|9.0243|-2.1005|3
GSP|WN|1497|7.2685|0.3369|0.0047|9.0243|-1.7558|4
GSP|9E|1379|7.5048|-0.0521|0.0218|9.0243|-1.5195|5
GSP|UA|467|7.7043|2.9652|0.015|9.0243|-1.32|6
GSP|OH|3888|8.8744|6.8336|0.0087|9.0243|-0.1499|7
GSP|MQ|1664|10.191|8.3495|0.009|9.0243|1.1667|8
GSP|AA|1340|25.1734|18.4141|0.0239|9.0243|16.1491|9
GSP|G4|329|28.8276|25.1473|0.0304|9.0243|19.8033|10
GST|AS|90|2.4048|-0.3571|0.0667|2.4048|0.0|1
GTF|OO|2003|3.7293|-1.4245|0.004|6.7097|-2.9804|1
GTF|UA|256|7.932|-2.704|0.0234|6.7097|1.2223|2
GTF|G4|174|39.3121|38.3873|0.0057|6.7097|32.6024|3
GTR|9E|729|2.3817|-3.8667|0.0082|2.3817|0.0|1
GUC|OO|725|7.219|-1.6206|0.011|11.3433|-4.1243|1
GUC|AA|123|35.582|35.9754|0.0081|11.3433|24.2387|2
GUM|UA|732|1.0702|-9.8636|0.0082|1.0702|0.0|1
HDN|MQ|24|8.4167|6.9167|0.0|14.0539|-5.6372|1
HDN|WN|607|9.3051|4.0266|0.0066|14.0539|-4.7488|2
HDN|OO|897|11.3525|3.6712|0.01|14.0539|-2.7014|3
HDN|UA|605|11.6823|4.1479|0.0116|14.0539|-2.3716|4
HDN|DL|134|12.6418|7.6567|0.0|14.0539|-1.4121|5
HDN|AA|182|31.9779|33.352|0.0055|14.0539|17.924|6
HDN|B6|59|78.8966|77.4138|0.0169|14.0539|64.8427|7
HGR|G4|296|35.1185|32.5734|0.0304|35.1185|0.0|1
HHH|MQ|1104|9.9834|7.9215|0.0163|12.8834|-2.9|1
