origin|carrier|num_flights|avg_dep_delay|avg_arr_delay|cancel_rate|avg_dep_airport|dep_diff|rank_pos
HHH|YX|767|17.0976|12.2826|0.0274|12.8834|4.2142|2
HIB|OO|628|8.5016|2.1913|0.0096|8.5016|0.0|1
HLN|OO|1555|11.5527|7.3701|0.0051|11.5527|0.0|1
HNL|WN|14406|2.4878|-3.7674|0.0031|5.8603|-3.3725|1
HNL|AA|2248|3.5634|-8.4953|4.0E-4|5.8603|-2.2969|2
HNL|HA|30757|5.5749|4.6439|0.0086|5.8603|-0.2854|3
HNL|DL|3682|8.8558|-2.8404|0.0065|5.8603|2.9955|4
HNL|UA|5028|10.8202|-1.4642|0.0105|5.8603|4.9599|5
HNL|AS|4362|12.1098|4.3202|0.0245|5.8603|6.2495|6
HOB|OO|444|24.1073|16.897|0.0135|24.1073|0.0|1
HOU|MQ|1753|11.66|7.8275|0.0245|13.286|-1.626|1
HOU|WN|52088|13.0689|4.8747|0.0074|13.286|-0.2171|2
HOU|OO|370|13.5137|13.3115|0.0108|13.286|0.2277|3
HOU|DL|1582|14.1067|8.9351|0.0051|13.286|0.8207|4
HOU|F9|358|22.5836|16.7126|0.0475|13.286|9.2976|5
HOU|G4|345|31.0147|29.3422|0.0174|13.286|17.7287|6
HOU|OH|150|37.8156|33.3143|0.06|13.286|24.5296|7
HPN|YX|59|7.4746|1.0508|0.0|13.393|-5.9184|1
HPN|MQ|1205|9.3516|3.25|0.0158|13.393|-4.0414|2
HPN|B6|5262|9.513|3.6433|0.0116|13.393|-3.88|3
HPN|9E|951|11.8704|1.2045|0.0116|13.393|-1.5226|4
HPN|DL|978|13.8454|2.3309|0.0082|13.393|0.4524|5
HPN|OH|2782|16.6492|13.7133|0.0201|13.393|3.2562|6
HPN|OO|1043|30.4375|23.1676|0.0182|13.393|17.0445|7
HRL|OO|250|2.7114|0.1057|0.016|7.8494|-5.138|1
HRL|DL|208|3.1836|-7.4493|0.0048|7.8494|-4.6658|2
HRL|MQ|1565|7.1609|5.2262|0.0115|7.8494|-0.6885|3
HRL|WN|2258|9.3154|5.8231|0.0044|7.8494|1.466|4
HSV|YX|228|1.7422|0.4089|0.0132|12.5701|-10.8279|1
HSV|DL|1935|3.8672|-4.201|0.0041|12.5701|-8.7029|2
HSV|9E|586|7.4138|2.6276|0.0102|12.5701|-5.1563|3
HSV|OO|1718|15.017|10.9741|0.0087|12.5701|2.4469|4
HSV|MQ|1827|16.2168|12.2151|0.0115|12.5701|3.6467|5
HSV|OH|2535|17.108|15.0698|0.0181|12.5701|4.5379|6
HSV|AA|13|23.1538|15.3846|0.0|12.5701|10.5837|7
HTS|G4|426|42.7888|41.8641|0.0329|42.7888|0.0|1
HYA|YX|165|12.6402|18.7099|0.0121|26.636|-13.9958|1
HYA|B6|104|50.299|55.0208|0.0673|26.636|23.663|2
HYS|OO|670|11.0107|4.1263|0.0194|11.0107|0.0|1
IAD|MQ|26|3.96|8.24|0.0385|10.1198|-6.1598|1
IAD|9E|388|4.1395|-5.3101|0.0026|10.1198|-5.9803|2
IAD|YX|8184|4.2753|-1.4175|0.0105|10.1198|-5.8445|3
IAD|UA|32121|10.0591|3.5028|0.0128|10.1198|-0.0607|4
IAD|AS|2099|10.7084|5.5364|0.0152|10.1198|0.5886|5
IAD|WN|1139|11.2339|2.6238|0.0026|10.1198|1.1141|6
IAD|DL|3206|11.9618|0.9645|0.0041|10.1198|1.842|7
IAD|OH|1651|13.3531|5.5291|0.0103|10.1198|3.2333|8
IAD|AA|740|16.1456|6.624|0.0162|10.1198|6.0258|9
IAD|F9|100|18.2|15.76|0.0|10.1198|8.0802|10
IAD|OO|2702|19.3443|14.047|0.0133|10.1198|9.2245|11
IAD|G4|345|34.6696|26.7876|0.0174|10.1198|24.5498|12
IAG|G4|383|23.664|18.1872|0.0209|23.664|0.0|1
IAH|AS|878|9.123|4.8149|0.0194|17.7349|-8.6119|1
IAH|OH|38|11.6053|9.2162|0.0|17.7349|-6.1296|2
IAH|WN|2856|13.4448|7.9833|0.0116|17.7349|-4.2901|3
IAH|DL|7975|13.6388|5.8397|0.0066|17.7349|-4.0961|4
IAH|MQ|1449|13.898|6.9432|0.0262|17.7349|-3.8369|5
IAH|NK|9747|16.3661|9.867|0.0184|17.7349|-1.3688|6
IAH|UA|68009|17.4578|12.1284|0.0139|17.7349|-0.2771|7
IAH|OO|12958|18.436|13.6976|0.0225|17.7349|0.7011|8
IAH|AA|6991|22.7251|17.8992|0.0179|17.7349|4.9902|9
IAH|B6|736|26.5062|20.8629|0.0217|17.7349|8.7713|10
IAH|F9|3416|29.3625|28.2966|0.0299|17.7349|11.6276|11
IAH|YX|55|40.9455|34.6909|0.0|17.7349|23.2106|12
ICT|WN|1771|2.3105|-4.7027|0.0017|10.3756|-8.0651|1
ICT|UA|587|2.4158|6.1586|0.0085|10.3756|-7.9598|2
ICT|9E|168|5.369|1.9345|0.0|10.3756|-5.0066|3
ICT|DL|876|7.4874|0.5984|0.0068|10.3756|-2.8882|4
ICT|MQ|2363|9.8988|6.1867|0.0135|10.3756|-0.4768|5
ICT|G4|365|12.0028|5.0083|0.0082|10.3756|1.6272|6
ICT|OO|3239|13.6746|9.1407|0.0096|10.3756|3.299|7
ICT|OH|315|16.9233|18.0641|0.0063|10.3756|6.5477|8
ICT|AA|557|29.0074|26.807|0.0233|10.3756|18.6318|9
IDA|DL|96|7.3854|9.9167|0.0|11.0951|-3.7097|1
IDA|OO|2834|8.0748|1.7446|0.0042|11.0951|-3.0203|2
IDA|G4|492|29.2163|27.4918|0.0041|11.0951|18.1212|3
ILM|YX|1351|6.1142|4.8932|0.0215|9.8481|-3.7339|1
ILM|OO|39|6.5385|0.9231|0.0|9.8481|-3.3096|2
ILM|9E|1307|7.1966|1.5786|0.0199|9.8481|-2.6515|3
ILM|MQ|1095|7.4926|3.805|0.0082|9.8481|-2.3555|4
ILM|OH|1991|9.8701|8.0899|0.0156|9.8481|0.022|5
ILM|DL|780|11.0959|4.0234|0.0103|9.8481|1.2478|6
ILM|AA|1479|16.732|11.2959|0.0169|9.8481|6.8839|7
IMT|OO|729|14.5194|9.3672|0.0123|14.5194|0.0|1
IND|YX|12636|1.9994|-2.5561|0.0094|9.1741|-7.1747|1
IND|9E|2401|6.8714|-1.0328|0.0192|9.1741|-2.3027|2
IND|DL|4465|8.3651|1.5497|0.004|9.1741|-0.809|3
IND|MQ|1058|8.5743|3.8087|0.0151|9.1741|-0.5998|4
IND|UA|2364|9.1747|4.1032|0.0178|9.1741|6.0E-4|5
IND|OH|294|9.5498|6.369|0.0102|9.1741|0.3757|6
IND|AS|539|9.9451|6.2121|0.0204|9.1741|0.771|7
IND|WN|11317|11.1558|4.1421|0.007|9.1741|1.9817|8
IND|OO|1142|14.0629|8.6983|0.0114|9.1741|4.8888|9
IND|AA|6671|14.9888|10.8368|0.0105|9.1741|5.8147|10
IND|NK|2315|15.3336|8.1106|0.0246|9.1741|6.1595|11
IND|G4|1477|15.6634|13.2344|0.0203|9.1741|6.4893|12
IND|F9|851|20.6053|15.8432|0.0235|9.1741|11.4312|13
INL|OO|650|13.9425|7.2193|0.0108|13.9425|0.0|1
ISP|WN|2840|12.7568|3.1874|0.0081|15.0508|-2.294|1
ISP|B6|148|15.3108|11.8378|0.0|15.0508|0.26|2
ISP|F9|1781|18.7833|7.9183|0.0354|15.0508|3.7325|3
ITH|YX|83|6.2625|-6.875|0.0361|8.0636|-1.8011|1
ITH|9E|724|8.2677|-3.7599|0.0276|8.0636|0.2041|2
ITO|WN|1802|-2.4219|-5.219|0.0017|2.2305|-4.6524|1
ITO|HA|4819|3.9785|4.1408|0.0064|2.2305|1.748|2
JAC|AS|83|3.0769|4.1579|0.0602|19.4505|-16.3736|1
JAC|OO|1146|7.69|1.3219|0.0148|19.4505|-11.7605|2
JAC|DL|1299|16.4426|7.8219|0.0069|19.4505|-3.0079|3
JAC|UA|2034|16.552|10.8795|0.0182|19.4505|-2.8985|4
JAC|AA|1046|42.8628|39.1151|0.0115|19.4505|23.4123|5
JAN|DL|1983|4.0309|-2.2944|0.0035|11.2973|-7.2664|1
JAN|9E|247|5.6992|3.4919|0.004|11.2973|-5.5981|2
JAN|WN|1753|11.1569|5.7841|0.0074|11.2973|-0.1404|3
JAN|OO|447|11.7652|8.8685|0.0089|11.2973|0.4679|4
JAN|MQ|1076|17.1731|13.7609|0.0186|11.2973|5.8758|5
JAN|OH|1333|18.6245|15.89|0.024|11.2973|7.3272|6
JAX|OO|163|6.7296|3.0506|0.0245|12.2749|-5.5453|1
JAX|YX|1669|6.8308|1.3341|0.0162|12.2749|-5.4441|2
JAX|9E|907|7.6523|-0.1839|0.0265|12.2749|-4.6226|3
JAX|WN|4743|8.58|2.7408|0.0086|12.2749|-3.6949|4
JAX|MQ|1178|9.6933|7.3282|0.0119|12.2749|-2.5816|5
JAX|UA|3795|9.9667|5.6861|0.0126|12.2749|-2.3082|6
JAX|DL|5756|11.1069|5.5635|0.0059|12.2749|-1.168|7
JAX|OH|1048|12.8309|9.449|0.0134|12.2749|0.556|8
JAX|F9|909|14.9638|12.4921|0.0286|12.2749|2.6889|9
JAX|G4|728|15.5376|12.2207|0.0137|12.2749|3.2627|10
JAX|AA|7307|16.6532|14.2766|0.0142|12.2749|4.3783|11
JAX|B6|1834|19.3769|15.0679|0.0202|12.2749|7.102|12
JFK|YX|17127|4.4032|-2.3936|0.017|12.7757|-8.3725|1
JFK|AS|3768|7.9039|-0.1997|0.0263|12.7757|-4.8718|2
JFK|9E|17036|8.2661|1.1372|0.0307|12.7757|-4.5096|3
JFK|HA|368|11.1429|8.3554|0.0109|12.7757|-1.6328|4
JFK|AA|14399|11.1464|0.1556|0.0092|12.7757|-1.6293|5
JFK|DL|30298|12.9651|1.9684|0.007|12.7757|0.1894|6
JFK|F9|827|17.1157|11.2552|0.0097|12.7757|4.34|7
JFK|B6|35969|19.0543|10.7762|0.0161|12.7757|6.2786|8
JFK|OO|2919|21.9135|14.1399|0.026|12.7757|9.1378|9
JLN|OO|627|18.1528|11.069|0.0191|18.1528|0.0|1
JMS|OO|615|15.9034|12.3183|0.0569|15.9034|0.0|1
JNU|AS|4584|1.509|0.6071|0.0185|1.793|-0.284|1
JNU|DL|151|10.2715|2.8675|0.0|1.793|8.4785|2
JST|OO|731|19.5336|12.3768|0.0233|19.5336|0.0|1
KOA|WN|3372|-1.0438|-6.466|0.0042|4.1961|-5.2399|1
KOA|HA|7617|3.376|2.9263|0.0062|4.1961|-0.8201|2
KOA|DL|732|6.0444|-4.5503|0.0205|4.1961|1.8483|3
KOA|UA|1605|8.8571|-2.4143|0.0162|4.1961|4.661|4
KOA|AS|2047|8.9181|1.6875|0.0283|4.1961|4.722|5
KOA|AA|748|11.8249|2.1203|0.0|4.1961|7.6288|6
KTN|AS|2416|0.6193|-2.5336|0.0182|1.6808|-1.0615|1
KTN|OO|94|29.1087|32.2174|0.0213|1.6808|27.4279|2
LAN|9E|146|6.6364|0.3357|0.0205|16.3203|-9.6839|1
LAN|OO|857|17.4266|14.0482|0.007|16.3203|1.1063|2
LAN|OH|294|17.8706|17.6491|0.0306|16.3203|1.5503|3
LAR|OO|623|10.2285|8.0414|0.0305|10.2285|0.0|1
LAS|G4|7537|8.1731|3.2477|0.006|12.8733|-4.7002|1
LAS|DL|16138|8.6091|0.6283|0.0037|12.8733|-4.2642|2
LAS|UA|14196|9.4559|3.2169|0.0138|12.8733|-3.4174|3
LAS|NK|26181|10.4361|4.6393|0.0107|12.8733|-2.4372|4
LAS|AS|5394|10.7321|9.0249|0.0176|12.8733|-2.1412|5
LAS|WN|85246|13.8573|5.9087|0.0041|12.8733|0.984|6
LAS|F9|13064|14.8247|11.2391|0.0131|12.8733|1.9514|7
LAS|OO|2234|15.0536|17.4501|0.0143|12.8733|2.1803|8
LAS|AA|13919|18.8366|11.5686|0.0071|12.8733|5.9633|9
LAS|B6|3010|19.2932|9.6113|0.0073|12.8733|6.4199|10
LAS|HA|1412|19.706|17.8027|0.0028|12.8733|6.8327|11
LAS|MQ|26|66.9615|60.1538|0.0|12.8733|54.0882|12
LAW|MQ|150|5.5411|-1.4726|0.0267|12.0833|-6.5422|1
LAW|OO|922|13.1457|10.7875|0.0249|12.0833|1.0624|2
LAX|AS|9211|5.3146|1.5177|0.0151|10.2841|-4.9695|1
LAX|OO|38212|6.2079|4.0866|0.0028|10.2841|-4.0762|2
LAX|UA|27107|8.4728|0.5002|0.0128|10.2841|-1.8113|3
LAX|B6|9166|9.2757|1.3499|0.0031|10.2841|-1.0084|4
LAX|DL|36109|9.66|3.263|0.0039|10.2841|-0.6241|5
LAX|NK|11454|10.0567|2.5395|0.0113|10.2841|-0.2274|6
LAX|G4|1038|11.0718|7.2393|0.0077|10.2841|0.7877|7
LAX|WN|25777|11.5751|4.4141|0.0037|10.2841|1.291|8
LAX|MQ|55|13.0364|10.3636|0.0|10.2841|2.7523|9
LAX|HA|2323|13.8044|10.5834|0.0125|10.2841|3.5203|10
LAX|AA|30201|16.9182|9.6184|0.0049|10.2841|6.6341|11
LAX|F9|2300|28.6665|28.5761|0.0187|10.2841|18.3824|12
LBB|WN|2624|6.5776|-0.707|0.0057|9.9814|-3.4038|1
LBB|OO|1180|9.4918|7.3654|0.0195|9.9814|-0.4896|2
LBB|MQ|1922|11.3591|9.2463|0.0104|9.9814|1.3777|3
LBB|AA|423|26.471|24.2816|0.0236|9.9814|16.4896|4
LBE|NK|576|4.9769|-4.2068|0.0243|4.9769|0.0|1
LBF|OO|625|7.5268|7.1659|0.016|7.5268|0.0|1
LBL|OO|564|10.4477|6.8235|0.0337|10.4477|0.0|1
LCH|OO|1000|20.0224|16.7088|0.018|21.2448|-1.2224|1
LCH|MQ|76|37.9167|38.3333|0.0526|21.2448|16.6719|2
LCK|G4|958|16.5953|13.5622|0.0251|16.5953|0.0|1
LEX|YX|756|2.4973|0.4209|0.0079|11.43|-8.9327|1
LEX|9E|215|4.8326|-1.7023|0.0|11.43|-6.5974|2
LEX|DL|1818|5.9961|-5.6182|0.0055|11.43|-5.4339|3
LEX|MQ|1018|8.8504|2.2767|0.0147|11.43|-2.5796|4
LEX|OO|1884|9.8516|4.0766|0.009|11.43|-1.5784|5
LEX|OH|1514|10.4467|5.9112|0.0092|11.43|-0.9833|6
LEX|G4|830|24.127|22.6954|0.0229|11.43|12.697|7
LEX|AA|1063|25.5202|24.0415|0.0226|11.43|14.0902|8
LFT|9E|800|6.7617|0.7771|0.0125|15.0097|-8.248|1
LFT|MQ|413|13.9902|9.8778|0.0097|15.0097|-1.0195|2
LFT|OO|946|14.8155|8.5479|0.0148|15.0097|-0.1942|3
LFT|OH|1082|21.7727|20.0115|0.0323|15.0097|6.763|4
LFT|NK|1|73.0|59.0|0.0|15.0097|57.9903|5
LGA|YX|41672|3.1425|-4.4896|0.0183|10.6873|-7.5448|1
LGA|9E|31874|7.3366|-3.0151|0.0309|10.6873|-3.3507|2
LGA|UA|8196|9.7098|2.1706|0.014|10.6873|-0.9775|3
LGA|NK|8077|13.1234|2.8928|0.022|10.6873|2.4361|4
LGA|DL|27204|14.1342|3.9818|0.0093|10.6873|3.4469|5
LGA|WN|11546|15.1253|2.5141|0.013|10.6873|4.438|6
LGA|AA|16477|16.25|8.4102|0.0154|10.6873|5.5627|7
LGA|B6|9509|18.9177|10.5326|0.0175|10.6873|8.2304|8
LGA|OO|4113|21.3263|14.5644|0.0246|10.6873|10.639|9
LGA|F9|2502|30.6055|23.3794|0.036|10.6873|19.9182|10
LGB|HA|663|1.2549|-4.61|0.006|7.412|-6.1571|1
LGB|OO|639|4.6964|-0.9718|0.0|7.412|-2.7156|2
LGB|WN|15862|7.5887|0.6384|0.0049|7.412|0.1767|3
LGB|DL|438|14.3126|6.5195|0.0068|7.412|6.9006|4
LIH|WN|3308|-0.135|-6.855|0.0012|3.555|-3.69|1
LIH|DL|732|1.3892|-10.9015|0.015|3.555|-2.1658|2
LIH|HA|8576|3.318|2.3093|0.0113|3.555|-0.237|3
LIH|UA|1249|3.3926|-7.2302|0.0048|3.555|-0.1624|4
LIH|AA|751|11.0093|0.5728|0.0|3.555|7.4543|5
LIH|AS|1112|12.9547|5.6688|0.0099|3.555|9.3997|6
LIT|DL|2016|4.0532|-3.2279|0.0025|11.9491|-7.8959|1
LIT|YX|465|4.9109|1.1335|0.0129|11.9491|-7.0382|2
LIT|F9|112|7.5135|6.1091|0.0179|11.9491|-4.4356|3
LIT|WN|2568|7.6892|0.4867|0.0027|11.9491|-4.2599|4
LIT|OO|1926|12.0232|9.3571|0.0135|11.9491|0.0741|5
LIT|9E|285|12.2811|8.2321|0.014|11.9491|0.332|6
LIT|MQ|3609|14.5328|12.8442|0.0083|11.9491|2.5837|7
LIT|OH|760|22.1799|16.8858|0.0197|11.9491|10.2308|8
LIT|AA|759|26.2067|25.2285|0.0184|11.9491|14.2576|9
LIT|G4|119|35.5763|31.7458|0.0084|11.9491|23.6272|10
LNK|YX|37|9.75|4.3889|0.027|13.3093|-3.5593|1
LNK|OO|1821|13.3801|7.5385|0.006|13.3093|0.0708|2
LRD|OO|65|8.9231|8.6719|0.0|13.7723|-4.8492|1
LRD|MQ|1583|13.1835|11.6361|0.0126|13.7723|-0.5888|2
LRD|G4|134|23.1364|19.9008|0.0149|13.7723|9.3641|3
LSE|MQ|332|10.2607|7.2892|0.0181|10.2607|0.0|1
LWS|OO|1096|9.9697|5.9385|0.0055|9.9697|0.0|1
MAF|UA|49|-1.2708|-0.125|0.0204|9.8556|-11.1264|1
MAF|WN|3662|8.4689|3.3982|0.0087|9.8556|-1.3867|2
MAF|OO|3191|9.907|5.9965|0.0094|9.8556|0.0514|3
MAF|MQ|2528|12.018|9.6468|0.0119|9.8556|2.1624|4
MBS|9E|96|-1.4688|-4.9271|0.0|14.0258|-15.4946|1
MBS|OO|2100|14.7416|10.8669|0.0105|14.0258|0.7158|2
MCI|AS|775|-0.0586|-1.7579|0.0103|9.4799|-9.5385|1
MCI|DL|7037|4.789|-1.802|0.0051|9.4799|-4.6909|2
MCI|UA|3699|4.8208|1.8065|0.0135|9.4799|-4.6591|3
MCI|YX|1721|4.8864|1.9244|0.018|9.4799|-4.5935|4
MCI|MQ|1225|7.0512|2.485|0.0122|9.4799|-2.4287|5
MCI|WN|23981|9.6267|3.505|0.0067|9.4799|0.1468|6
MCI|OO|1121|10.9064|7.8855|0.0178|9.4799|1.4265|7
MCI|F9|387|11.9243|11.644|0.0103|9.4799|2.4444|8
MCI|9E|1229|12.5168|6.5592|0.0334|9.4799|3.0369|9
MCI|G4|224|13.9406|11.4566|0.0223|9.4799|4.4607|10
MCI|NK|1813|15.0632|6.6993|0.0226|9.4799|5.5833|11
MCI|AA|5787|15.9465|14.1582|0.0116|9.4799|6.4666|12
MCI|OH|494|24.3554|20.0313|0.0202|9.4799|14.8755|13
MCI|B6|164|29.0307|28.6111|0.0061|9.4799|19.5508|14
MCO|UA|13672|13.702|7.5989|0.0197|16.0091|-2.3071|1
MCO|F9|17853|13.8177|9.3522|0.019|16.0091|-2.1914|2
MCO|NK|22846|14.958|9.7514|0.0153|16.0091|-1.0511|3
MCO|WN|44504|15.1384|9.406|0.0091|16.0091|-0.8707|4
MCO|DL|21484|15.918|10.2798|0.0072|16.0091|-0.0911|5
MCO|AS|2617|16.1942|13.2955|0.0306|16.0091|0.1851|6
MCO|AA|17783|18.9658|15.0477|0.0092|16.0091|2.9567|7
MCO|B6|17235|20.5607|14.5718|0.0122|16.0091|4.5516|8
MCO|G4|230|30.6741|29.2054|0.0261|16.0091|14.665|9
MCW|OO|625|24.7318|21.3322|0.0336|24.7318|0.0|1
MDT|YX|282|-1.9643|-12.3929|0.0071|13.0926|-15.0569|1
MDT|UA|402|7.1281|4.2922|0.01|13.0926|-5.9645|2
MDT|DL|769|7.5759|-2.862|0.0065|13.0926|-5.5167|3
MDT|9E|288|8.8491|-2.2782|0.0104|13.0926|-4.2435|4
MDT|OH|655|12.0785|7.8998|0.0076|13.0926|-1.0141|5
MDT|OO|921|13.8112|7.8077|0.0109|13.0926|0.7186|6
MDT|G4|907|17.6697|11.509|0.0187|13.0926|4.5771|7
MDT|AA|1054|19.6801|15.5403|0.0095|13.0926|6.5875|8
MDT|F9|80|26.7821|20.0128|0.025|13.0926|13.6895|9
MDW|DL|1536|9.3754|1.2492|0.0046|12.9505|-3.5751|1
MDW|WN|71346|12.5339|5.7837|0.0076|12.9505|-0.4166|2
MDW|OO|1976|14.0779|10.0148|0.0056|12.9505|1.1274|3
MDW|F9|3826|20.7728|14.6467|0.024|12.9505|7.8223|4
MDW|G4|444|21.0275|17.8594|0.018|12.9505|8.077|5
MEI|OO|625|13.1793|10.7908|0.0272|13.1793|0.0|1
MEM|DL|4379|5.6645|-1.7503|0.0062|10.4064|-4.7419|1
MEM|YX|3011|6.0579|-0.14|0.0139|10.4064|-4.3485|2
MEM|9E|1060|6.9469|0.3236|0.0245|10.4064|-3.4595|3
MEM|UA|1524|7.2064|3.2826|0.0151|10.4064|-3.2|4
MEM|MQ|1585|7.8701|2.8802|0.0095|10.4064|-2.5363|5
MEM|WN|3552|12.3355|5.948|0.0056|10.4064|1.9291|6
MEM|OH|755|12.7406|7.7691|0.0093|10.4064|2.3342|7
MEM|NK|938|13.2587|2.6425|0.0149|10.4064|2.8523|8
MEM|OO|762|14.6394|10.1968|0.021|10.4064|4.233|9
MEM|F9|171|15.3471|14.0|0.0058|10.4064|4.9407|10
MEM|AA|4269|16.3664|12.8875|0.0122|10.4064|5.96|11
MEM|G4|501|21.6889|15.903|0.012|10.4064|11.2825|12
MFE|UA|563|3.4375|-1.9669|0.0337|15.3536|-11.9161|1
MFE|MQ|778|9.9063|8.7016|0.0154|15.3536|-5.4473|2
MFE|G4|488|13.1773|6.8165|0.0061|15.3536|-2.1763|3
MFE|OO|1033|17.2788|15.3259|0.0068|15.3536|1.9252|4
MFE|AA|1800|20.8599|19.142|0.0167|15.3536|5.5063|5
MFR|OO|2847|7.5872|2.9022|0.0088|10.8492|-3.262|1
MFR|UA|1191|13.631|6.6224|0.0101|10.8492|2.7818|2
MFR|G4|321|29.6603|27.1365|0.0187|10.8492|18.8111|3
MGM|MQ|576|7.719|2.1451|0.0052|14.5687|-6.8497|1
MGM|9E|918|10.3268|4.9737|0.0065|14.5687|-4.2419|2
MGM|OO|628|20.9341|15.306|0.0096|14.5687|6.3654|3
MGM|OH|498|22.6239|20.4161|0.0442|14.5687|8.0552|4
MGW|OO|37|72.6216|69.0541|0.0|72.6216|0.0|1
MHK|OO|2|3.0|-13.5|0.0|7.4621|-4.4621|1
MHK|MQ|975|7.4714|-3.3469|0.0154|7.4621|0.0093|2
MHT|YX|66|0.6769|-1.3846|0.0152|10.0611|-9.3842|1
MHT|MQ|295|2.587|0.7918|0.0068|10.0611|-7.4741|2
MHT|WN|2710|7.292|-1.071|0.0044|10.0611|-2.7691|3
MHT|OH|2317|12.9281|7.4342|0.0164|10.0611|2.867|4
MHT|AA|121|24.5537|18.605|0.0|10.0611|14.4926|5
MHT|NK|127|26.3197|14.3115|0.0394|10.0611|16.2586|6
MIA|MQ|13959|7.5198|4.8852|0.0125|19.5822|-12.0624|1
MIA|YX|619|11.4563|4.2123|0.0194|19.5822|-8.1259|2
MIA|NK|5629|12.689|7.4772|0.0178|19.5822|-6.8932|3
MIA|AS|534|15.0355|11.4711|0.0543|19.5822|-4.5467|4
MIA|WN|5729|15.901|12.2162|0.0131|19.5822|-3.6812|5
MIA|UA|6342|17.6929|13.0074|0.0216|19.5822|-1.8893|6
MIA|F9|3791|18.8705|15.8766|0.024|19.5822|-0.7117|7
MIA|DL|11363|19.6891|13.5661|0.0092|19.5822|0.1069|8
MIA|AA|59363|23.5534|17.3546|0.0108|19.5822|3.9712|9
MIA|B6|1899|26.1815|22.4004|0.0221|19.5822|6.5993|10
MIA|9E|15|29.5333|35.5333|0.0|19.5822|9.9511|11
MKE|MQ|56|0.7455|-2.3636|0.0179|10.5501|-9.8046|1
MKE|AS|472|1.641|-3.4103|0.0085|10.5501|-8.9091|2
MKE|YX|1847|6.4002|-0.0111|0.0233|10.5501|-4.1499|3
MKE|DL|4306|6.9599|0.4283|0.0046|10.5501|-3.5902|4
MKE|WN|9602|8.0041|1.1029|0.0085|10.5501|-2.546|5
MKE|NK|777|8.0249|0.0842|0.0206|10.5501|-2.5252|6
MKE|UA|667|11.115|4.5569|0.0105|10.5501|0.5649|7
MKE|OO|5174|13.619|8.678|0.0131|10.5501|3.0689|8
MKE|B6|535|13.6597|8.7818|0.0112|10.5501|3.1096|9
MKE|F9|529|14.119|6.6046|0.0151|10.5501|3.5689|10
MKE|OH|994|14.1331|14.1418|0.0171|10.5501|3.583|11
MKE|9E|903|14.1403|7.8489|0.0221|10.5501|3.5902|12
MKE|AA|2706|20.8758|16.685|0.0155|10.5501|10.3257|13
MLB|DL|1379|3.6516|-2.2905|0.0051|5.485|-1.8334|1
MLB|G4|262|6.9727|0.5664|0.0229|5.485|1.4877|2
MLB|OH|1148|7.3689|5.6504|0.0139|5.485|1.8839|3
MLI|9E|724|8.3961|2.5184|0.0166|13.1445|-4.7484|1
MLI|OH|719|9.8456|7.619|0.0181|13.1445|-3.2989|2
MLI|MQ|787|11.4598|3.0871|0.0191|13.1445|-1.6847|3
